db	organisation_id	name	segment	route_before	route_after	websites	emails	phones	postal	socials	named_contacts_before	new_named_leads	methods	blocked
master	O0bcf10d5e11c	Meru Mountain Treks & Safari Ltd.	Safari / tour operator	True	True						0	0	search:not_found	merutreks.co.tz: home page not readable: URLError: <urlopen error [Errno 11001] getaddrinfo failed>
master	O03baa7ebbcf5	Stone Town Tours and Safari	Safari / tour operator	True	True	https://www.stonetowntoursandsafari.com/		+255669009699 (mobile)		whatsapp: https://wa.me/+255669009699	0	0	browser, website	
master	O3b09c3097bd9	Vianneys Untamed Expeditions Company Limited	Safari / tour operator	True	True	https://www.vianneysuntamedexpeditions.com/	info@vianneysuntamedexpeditions.com (role) | vianney.jacob@vianneysuntamedexpeditions.com (named)	+255785950544 (mobile)	P.O. Box 11888, Arusha	facebook: https://www.facebook.com/vianneysuntamedexpeditions/ | instagram: https://www.instagram.com/vianneys_untamed_expeditions/ | youtube: https://www.youtube.com/watch?v=zCyC0iBZF_U | tripadvisor: https://www.tripadvisor.com/Attraction_Review-g297913-d18719288-Reviews-Vianney_s_untamed_expeditions-Arusha_Arusha_Region.html	4	0	search, website	
master	O87bdc38f42c2	4x4 Adventures Ltd	Safari / tour operator	True	True	https://4x4safaris.com/		+255784673433 (mobile) | +255686245786 (mobile)	P. O. Box 14356, Arusha, Tanzania | P. O. Box 14356, Arusha, Tanzania.	facebook: https://www.facebook.com/4x4AdventureSafarisTZ | twitter: https://twitter.com/Ltd4x4 | instagram: https://www.instagram.com/4x4adventuresltd5/	0	0	website	
master	O0843c2f745ba	Abercrombie and Kent (T) Ltd	Safari / tour operator	True	True	https://www.abercrombiekent.com/				facebook: https://www.facebook.com/AbercrombieKent/ | instagram: https://www.instagram.com/abercrombiekent/ | youtube: https://www.youtube.com/user/abercrombiekent | linkedin: https://www.linkedin.com/company/abercrombie-&-kent	0	0	browser, website	
master	Of266669dd470	Access 2 Tanzania	Safari / tour operator	True	True	https://access2tanzania.com/	info@access2tanzania.com (role)	+255732979903 (mobile)	P.O. Box 10955, Arusha	facebook: https://www.facebook.com/Access2Tanzania | instagram: https://www.instagram.com/access2tanzania | youtube: https://www.youtube.com/user/Access2Tanzania | tripadvisor: https://www.tripadvisor.com/Attraction_Review-g297913-d2372420-Reviews-Access2Tanzania-Arusha_Arusha_Region.html	5	0	search	
master	O30f99e210e4a	Africanzoom Safaris	Safari / tour operator	True	True	https://africanzoom.com/	info@africanzoom.com (role)	+255754612288 (mobile) | +255739972218 (mobile)		whatsapp: https://wa.me/255754612288 | instagram: https://www.instagram.com/solowithsav/ | facebook: https://www.facebook.com/africanzoomadventure/ | tiktok: https://www.tiktok.com/@africanzoomofficial | youtube: https://www.youtube.com/channel/UCqL9zSUL4AKDh0rhhdxBV0g	0	0	website	
master	Of109347625ee	Bushtops Safari Camps (Orion Hotels Tanzania Ltd)	Safari / tour operator	True	True	https://www.bushtopscamps.com/	sales@bushtops.com (role) | africa@andreahugo.com (general) | ailsa@travelpromoters.co.uk (general) | mayra@hiphotels.com.br (general) | danesi@hiphotels.com.br (general) | mauricio@personalhotel.net (general) | adriana@personalhotel.net (general) | anel@diamonde.de (general) | highlightofsa@vip.sina.com (general) | claire@umlingo.co.uk (general) | frauke@diamonde.de (general)	+254733490209 (international) | +254727695452 (international) | +7574281166 (international) | +447785298661 (international) | +551130855078 (international) | +541143726190 (international) | +4971191257610 (international) | +861064731556 (international) | +861064748900 (international) | +8618910657157 (international) | +447795108195 (international) | +254728593901 (international) | +4407785298661 (international) | +4407795108195 (international)	PO Box 10283-80101	instagram: https://www.instagram.com/bushtops | facebook: https://www.facebook.com/bushtops | twitter: https://twitter.com/bushtops | tiktok: https://www.tiktok.com/@bushtops | youtube: https://www.youtube.com/@Bushtops	0	0	website	
master	O1d3846d4867b	Colours Africa Tours and Safaris	Safari / tour operator	True	True	https://coloursafrica.com/	info@coloursafrica.com (role)	+255620556753 (mobile)		facebook: https://www.facebook.com/coloursafricatourstz/ | twitter: https://twitter.com/colourstours | instagram: https://www.instagram.com/colours_africa_tours	0	0	website	
master	O6a6921675f19	E&H Tanzanian Adventures Limited	Safari / tour operator	True	True	https://www.ehtanzanianadventures.com/	info@ehtanzanianadventures.com (role)	+255754674673 (mobile)		instagram: https://www.instagram.com/ehtanzanianadventures/ | facebook: https://web.facebook.com/ehtanzanianadventures | linkedin: https://www.linkedin.com/company/106995018/ | whatsapp: https://wa.me/255754674673	0	0	website	
master	Oa5dfc6b38efe	Ebony Tours & Safaris Ltd	Safari / tour operator	True	True	http://www.ebony-safaris.com					0	0	website	
master	O61fedae16a5e	Explora V Tanzania	Safari / tour operator	True	True	https://exploravtanzania.com/	info@exploravtanzania.com (role)	+255746289442 (mobile)		instagram: https://www.instagram.com/ijatanzania/	0	0	website	
master	Oe8e2d05d3e4d	Goldfinch Adventures	Safari / tour operator	True	True	https://www.goldfinch-adventures.com/	info@goldfinch-adventures.com (role)	+255673337026 (mobile) | +255749850586 (mobile)	P.O Box 14770, Arusha Tanzania.	whatsapp: https://api.whatsapp.com/message/BTEK7AHCNFQIP1?autoload=1&app_absent=0 | facebook: https://www.facebook.com/p/Goldfinch-Adventures-61570850485730/ | instagram: https://www.instagram.com/goldfinch_adventures/	0	0	website	
master	O3cdb7c9978e4	Meijo Safaris Limited	Safari / tour operator	True	True	https://www.meijosafaris.com/	info@meijosafaris.com (role) | reservations@meijosafaris.com (role)	+255785552680 (mobile) | +255688201068 (mobile) | +255757971502 (mobile)		whatsapp: https://wa.me/+255785552680?text=Safari%20Enquire | instagram: https://www.instagram.com/meijosafaris/ | facebook: https://www.facebook.com/MeijoSafaris/ | youtube: https://www.youtube.com/channel/UCFbsLST8f0vDSkYTpcN7R0A | linkedin: https://www.linkedin.com/company/meijosafaris/	0	0	website	
master	O819780b15f5b	Mobila Tours & Safaris	Safari / tour operator	True	True	https://mobilasafaris.com/	info@mobilasafaris.com (role)	+255786822848 (mobile)	P.O.Box 67, Engutoto Ward, Arusha, Tanzania	instagram: https://instagram.com/mobilasafaris	1	0	browser, website	
master	Oaed106fce42b	Myriad Safari Limited	Safari / tour operator	True	True	https://myriadsafaris.com/	info@myriadsafaris.com (role) | flavia@myriadsafaris.com (general) | travel@myriadsafaris.com (role) | reservations@myriadsafaris.com (role)	+255754282704 (mobile)		whatsapp: https://api.whatsapp.com/send?phone=+255754282704&text=Hi%2C+I+would+love+your+help+in+planning+my+trip+to+East+Africa | instagram: https://www.instagram.com/myriadsafaris.tz | tiktok: https://www.tiktok.com/@myriadsafaris	0	0	website	
master	O16c4e7a99dcb	Ronjoo Safaris	Safari / tour operator	True	True	https://www.ronjoosafaris.co.tz/	deepak@ronjoosafaris.co.tz (general)	+255747394631 (mobile)		facebook: https://www.facebook.com/ronjoosafaris | instagram: https://www.instagram.com/ronjoosafaris | youtube: https://www.youtube.com/@ronjoosafaris	1	0	browser, website	
master	Occ16e6404a0d	RushTrek Tours	Safari / tour operator	True	True	https://rushtrektours.com/	sales@rushtrektours.com (role)	+255797290772 (mobile) | +255797446907 (mobile)		facebook: https://www.facebook.com/rushtrektours | instagram: https://www.instagram.com/rushtrektours/ | youtube: https://www.youtube.com/@RushtrekTravel | linkedin: https://www.linkedin.com/company/rushtrektours/	0	0	website	
master	Od97f37f7ae21	See Endless Adventures Tanzania	Safari / tour operator	True	True	https://www.see-adventures.com/	info@see-adventures.com (role)	+255677450003 (mobile)		whatsapp: https://api.whatsapp.com/send?phone=255677450003 | instagram: https://www.instagram.com/see_endless_adventures/	0	0	website	
master	Oab06f9459a2a	Sher East Africa	Safari / tour operator	True	True	http://sher.co.tz | http://sher.co.tz/	fleet@sher.co.tz (general)	+255783339124 (mobile) | +255781800727 (mobile)	P.O. Box 149/163, Arusha, Tanzania	instagram: https://www.instagram.com/sher.east.africa.ltd	0	0	browser, website	
master	O01ff897723b0	Stavo Adventures	Safari / tour operator	True	True	https://stavoadventures.com/	info@stavoadventures.com (role)	+255771653232 (mobile)		whatsapp: https://api.whatsapp.com/send/?phone=255771653232 | instagram: https://www.instagram.com/stavo_adventures/ | tiktok: https://www.tiktok.com/@stavo_adventures | facebook: https://www.facebook.com/stavoadventures/	0	0	website	
master	O44defa98d560	Travelling Monkey Safari	Safari / tour operator	True	True	https://www.travelling-monkey.com/	contact@travelling-monkey.com (role)	+255684415288 (mobile)		instagram: https://www.instagram.com/travellingmonkey_safari | whatsapp: https://wa.me/255684415288	0	0	website	
master	O093920d51418	Kilimanjaro Bliss Safaris	Safari / tour operator	True	True	https://kilimanjarobliss.com/	info@kilimanjarobliss.com (role) | info@kilimanjarobliss.ca (role)	+12507150034 (international) | +18008969525 (international) | +255747068404 (mobile) | +255782156128 (mobile)	P.O. Box 12110, Arusha	instagram: https://www.instagram.com/kilimanjarobliss/ | youtube: https://www.youtube.com/channel/UCsc11STOMfiNdOO23xj_AQg/channels?disable_polymer=1	3	0	search, website	
master	O652a75d7ee2c	Enclose Africa Safaris	Safari / tour operator	True	True	https://encloseafricasafaris.com/	info@encloseafricasafaris.com (role)	+255765772906 (mobile)		whatsapp: https://wa.me/255765772906	0	0	website	
master	Obf522b0efe57	Kojuu Safaris Limited	Safari / tour operator	True	True	https://kojuusafaris.com/	info@kojuusafaris.com (role) | catherine@kojuusafaris.com (general) | glory@kojuusafaris.com (named) | concierge@kojuusafaris.com (general)	+255689645801 (mobile) | +255759963925 (mobile) | +255676332118 (mobile) | +255650911895 (mobile)	P.O BOX 12630 – Arusha.	facebook: https://www.facebook.com/profile.php?id=61593656608392 | instagram: https://www.instagram.com/kojuu.africa?igsh=a2tja2lwbGJza3Ji | youtube: https://youtube.com/@kojuusafarisafrica?si=DhrZwdKxlOB9TGdN | tiktok: https://www.tiktok.com/@kojuu.africa?_r=1&_t=ZS-999Dvu9rZ3c	2	0	website	
master	Od673d402521b	Aardvark Expeditions (T) Limited	Safari / tour operator	True	True	https://www.aardvark-expeditions.com/	info@aardvark-expeditions.com (role)	+255784424905 (mobile) | +255272546185 (office) | +255624047113 (mobile)	P.O. Box 15306,	whatsapp: https://wa.me/255624047113 | facebook: https://www.facebook.com/aardvarkexpeditions | twitter: https://twitter.com/AardvarkExpedit | instagram: https://www.instagram.com/aardvark.expeditions | linkedin: https://tz.linkedin.com/company/aardvark-expeditions-t-ltd	0	0	website	
master	Ob088cdd4f9dd	African Polecat Safaris (Polecat Safaris)	Safari / tour operator	True	True	https://africanpolecatsafaris.com/	info@africanpolecatsafaris.com (role)	+255654592688 (mobile)		whatsapp: https://wa.me/255654592688?text=Hello%20Polecat%20Safaris%20%E2%80%94%20I%20would%20like%20to%20plan%20a%20safari%20in%20Tanzania. | instagram: https://www.instagram.com/polecatsafaris/ | facebook: https://www.facebook.com/polecatsafaris/	0	0	website	
master	O5a92c5d15ec2	African Tours and Safaris	Safari / tour operator	True	True	https://africansafari.travel/	info@africansafari.travel (role)	+34611902467 (international)		whatsapp: https://wa.me/34611902467?text=Hola%2C%20estoy%20interesado%20en%20obtener%20m%C3%A1s%20informaci%C3%B3n%20sobre%20los%20safaris%20de%20African%20Safari%20Travel.%20%C2%BFPodr%C3%ADan%20darme%20m%C3%A1s%20informaci%C3%B3n%2C%20por%20favor%3F | instagram: https://www.instagram.com/africansafari.travel/?hl=es | tiktok: https://www.tiktok.com/@africansafari.travel | facebook: https://www.facebook.com/profile.php?id=61571707616387 | youtube: https://youtube.com/@AfricanSafaritravel	0	0	website	
master	O502591e1e2dd	African Trails Ltd (Tours & Car Hire)	Safari / tour operator	True	True	http://africantrails.co.tz/	africantrails@habari.co.tz (general)	+255784428355 (mobile)			0	0	website	
master	O83a5e8634d3b	AGLOW SAFARIS Venture into the Wild	Safari / tour operator	True	True	https://aglowsafaris.com/	info@aglowsafaris.com (role)	+255698125126 (mobile) | +13004005000 (international)	P.O.Box 6262 Arusha, Tanzania	whatsapp: https://wa.me/255698125126 | facebook: https://www.facebook.com/aglowsafaris/ | twitter: https://x.com/aglowsafaris | instagram: https://www.instagram.com/aglowsafaris/ | youtube: https://www.youtube.com/watch?v=MLpWrANjFbI	0	0	website	
master	O0454e1481515	All day in Africa	Safari / tour operator	True	True	https://alldayinafrica.com/	info@alldayinafrica.com (role)	+255763993399 (mobile)		instagram: https://www.instagram.com/alldayinafrica/?hl=en | facebook: https://www.facebook.com/Allday-In-Africa-Limited-2273143622934815/?ref=bookmarks | twitter: https://twitter.com/alldayinafrica	0	0	website	
master	O0543f6fca307	Ang'ata Camps	Safari / tour operator	True	True	https://www.angatacamps.com/		+255689888111 (mobile)	P.O. BOX 15584	facebook: https://www.facebook.com/people/Angata-CAMPS-Safaris/100064211466864/ | instagram: https://www.instagram.com/angatacamps/	0	0	website	
master	O5df6bc6b95bb	Bald Eagle Safaris Limited	Safari / tour operator	True	True	https://baldeaglesafaris.com/	info@baldeaglesafaris.com (role)	+255763462350 (mobile) | +255711718873 (mobile) | +255689522205 (mobile)	P.O. Box 1292, Arusha, Tanzania	instagram: https://www.instagram.com/baldeaglesafarisltd | twitter: https://x.com/baldeaglesafari | youtube: https://youtube.com/@baldeaglesafarisltd | linkedin: https://www.linkedin.com/company/bald-eagle-safaris-ltd/ | tiktok: https://www.tiktok.com/@baldeaglesafaris | whatsapp: https://wa.me/255763462350	0	0	search	baldeaglesafaris.com: home page not readable: URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid f
master	Oe8876e3c95f6	Betheli Expeditions	Safari / tour operator	True	True	https://betheliexpeditions.com/	info@betheliexpeditions.com (role) | clara@betheliexpeditions.com (named)	+255689202664 (mobile) | +255738304984 (mobile) | +255692796412 (mobile)	P.O. Box 15444 Arusha-Tanzania	whatsapp: http://wa.me/255692796412?text=I%27m%20interested%20in%20planning%20a%20Betheli%20Expedition%20. | facebook: https://www.facebook.com/betheliexpeditions | instagram: https://www.instagram.com/betheliexpeditions/	3	0	website	
master	Oeb9346613a2a	Big Time Adventures Ltd	Safari / tour operator	True	True	https://bigtimeadventures.co.tz/	info@bigtimeadventures.co.tz (role)	+255760600746 (mobile)		whatsapp: https://wa.me/255760600746 | instagram: https://www.instagram.com/bigtimeadventures.co.tz?igsh=NTc4MTIwNjQ2YQ%3D%3D&utm_source=qr | facebook: https://www.facebook.com/profile.php?id=61560714750906&mibextid=wwXIfr	0	0	website	
master	O3a9b5aafe967	Branded Africa Safaris & Trekking	Safari / tour operator	True	True	https://brandedafricasafaris.com/	info@brandedafricasafaris.com (role)	+255692202697 (mobile)		instagram: https://www.instagram.com/branded_africa_safaris/?hl=en | facebook: https://www.facebook.com/groups/7426651700749047/user/100064721122687/ | whatsapp: https://api.whatsapp.com/send?phone=255692202697	0	0	website	
master	O1e7b50864498	DaMona Tanzania Safaris	Safari / tour operator	True	True	https://damonasafaris.com/	info@damonasafaris.com (role)	+255769011229 (mobile) | +31627321048 (international) | +255710819016 (mobile)	PO Box 1920	facebook: https://web.facebook.com/damonatanzaniasafaris | instagram: https://www.instagram.com/damonatanzaniasafaris/	0	0	website	
master	O403c212baa0d	Destination Specialists Limited	Safari / tour operator	True	True	https://destinationspecialists.co.tz/	info@destinationspecialists.co.tz (role)	+255754743685 (mobile)	P.O Box 512, Dar es salaam Tanzania | P.O. Box 1808, Arusha, Tanzania	facebook: https://web.facebook.com/destinationspecialiststanzania | instagram: https://www.instagram.com/destination_specialists/ | youtube: https://www.youtube.com/@DestinationSpecialistsTanzania	0	0	website	
master	Oe6cb6125617f	Experiential Travel Africa	Safari / tour operator	True	True	https://www.experientialtravelafrica.com/	info@experientialtravelafrica.com (role)	+18006422861 (international) | +255713565195 (mobile)		instagram: https://www.instagram.com/experientialtravelafrica | facebook: https://www.facebook.com/experientialtravelafrica	0	0	website	
master	O192c12ca1491	Extramile International Ltd	Safari / tour operator	True	True	https://extramileinternational.com/	info@extramileinternational.com (role)	+255682819855 (mobile) | +255754371650 (mobile) | +255679366095 (mobile)	P.O. Box 16827, Arusha, Tanzania	whatsapp: https://wa.me/+255682819855?text=Hello%20%20%20Extra%20Mile%20International%20Ltd.	0	0	website	
master	Ob0df43d2a273	Extraordinary Experience Ltd	Safari / tour operator	True	True		extraordinarexperience@gmail.com (personal_domain)	+255765404470 (mobile)	P.O. Box 10840, Arusha		0	0	search	
master	O2a65c8c9c56a	Game Drive Travel Africa Safari Agency	Safari / tour operator	True	True	https://travelafricasafariagency.com/	info@travelafricasafariagency.com (role)	+255766851943 (mobile) | +255652636484 (mobile)	P.O. Box 10747, Arusha, Tanzania	facebook: https://www.facebook.com/travelafricasafariagency1/	0	0	search	travelafricasafariagency.com: home page not readable: HTTP 500
master	Oce7f9d4ab49e	Habitat Adventures Travel	Safari / tour operator	True	True	https://thehabitatadventures.com/	info@thehabitatadventures.com (role)	+255787344441 (mobile)			0	0	website	
master	O65ea97daea0a	Hadzabe Safari Adventure	Safari / tour operator	True	True	https://www.hadzabesafaris.com/	info@hadzabesafaris.com (role)	+255784545648 (mobile)		facebook: https://www.facebook.com/p/Hadzabe-Safaris-100076187032365/ | instagram: https://www.instagram.com/hadzabe_safaris/	1	0	website	
master	Oa7bf9a758bff	Karibu Camps	Safari / tour operator	True	True	https://karibucamps.com/	upjambo@karibucamps.com (general) | jambo@karibucamps.com (general)	+255789193333 (mobile) | +255758860002 (mobile)	P.O. Box 174,	facebook: https://www.facebook.com/karibucamps/ | linkedin: https://www.linkedin.com/company/karibucamps/ | instagram: https://www.instagram.com/karibucamps/ | whatsapp: https://wa.me/255789193333?text=I%20wish%20to%20know%20more%20about%20your%20camps%20and%20lodges	0	0	website	
master	O4d7277580fc9	Kibuyu African Safaris	Safari / tour operator	True	True	https://www.kibuyuafricansafaris.com/	info@kibuyuafricansafaris.com (role)	+255762511545 (mobile)		instagram: https://www.instagram.com/kibuyuafricansafaris/ | youtube: https://www.youtube.com/channel/UCJbonALp1fQQNv2dZCd8yXQ | whatsapp: https://wa.me/255762511545 | facebook: https://www.facebook.com/Kibuyusafaris | twitter: https://twitter.com/Kibuyusafaris | linkedin: https://www.linkedin.com/company/kibuyu-african-safaris/	0	0	website	
master	O6c3ed26b698b	Kifaru Expeditions	Safari / tour operator	True	True	https://kifaruexpeditions.tz/	safaris@kifaruexpeditions.tz (role)	+255614111111 (mobile)		facebook: https://www.facebook.com/profile.php?id=61566969009091 | instagram: https://www.instagram.com/kifaruexpeditions/ | linkedin: https://www.linkedin.com/company/kifaru-expeditions/	0	0	website	
master	O25d8afee64db	Lapwings	Safari / tour operator	True	True	https://lapwings.co.tz/	info@lapwings.co.tz (role)	+255786621111 (mobile)		facebook: https://web.facebook.com/lapwingssafaris/?_rdc=1&_rdr | instagram: https://www.instagram.com/lapwings_safaris/?hl=en	0	0	website	
master	Ocb8c0d83adbf	Lemuta & Khaki Safaris	Safari / tour operator	True	True						0	0	search:not_found	lemutakhakisafaris.co.tz: home page not readable: URLError: <urlopen error [Errno 11001] getaddrinfo failed>
master	Ob59e380a5d09	Let’S Discover Africa Limited	Safari / tour operator	True	True	https://letsdiscoverafrica.com/	contactus@letsdiscoverafrica.com (general)	+255684375391 (mobile)		whatsapp: https://wa.me/255684375391 | instagram: https://www.instagram.com/letsdiscoverafrica/ | linkedin: https://www.linkedin.com/company/let-s-discover-africa-ltd/ | youtube: https://www.youtube.com/@LetsDiscoverAfrica_Tanzania	0	0	website	
master	O7dda68b75a3e	Lomo Tanzania Safari	Safari / tour operator	True	True	https://lomotanzaniasafari.com/ | https://lomotanzaniasafari.com/en	info@lomotanzaniasafari.com (role) | marian@lomotanzaniasafari.com (general)	+255744702048 (mobile) | +255787252678 (mobile) | +255736123700 (mobile) | +255682808000 (mobile)	P.O. Box 16346, Arusha	whatsapp: https://wa.me/255787252678 | facebook: https://www.facebook.com/lomotanzaniasafari/ | twitter: https://x.com/lomotanzania | tripadvisor: https://www.tripadvisor.com/Attraction_Review-g297913-d11772402-Reviews-Lomo_Tanzania_Safari-Arusha_Arusha_Region.html	1	0	search, website	
master	O2a58e0cbc61e	Magilani Safaris	Safari / tour operator	True	True	https://magilani-safaris.com/	info@magilani-safaris.com (role)	+255742964855 (mobile) | +255784123201 (mobile)	P.O. Box 13216, Arusha, Tanzania	facebook: https://www.facebook.com/MagilaniSafaris | instagram: https://www.instagram.com/magilani_safaris | youtube: https://www.youtube.com/channel/UC7e6h38HRU1KWlhFsJAcEBQ	0	0	search	magilani-safaris.com: home page not readable: HTTP 403
master	O3ace27608738	Makisala Safaris	Safari / tour operator	True	True	https://www.makisala.com/	info@makisala.com (role)	+255788323254 (mobile)		instagram: https://www.instagram.com/makisala_?igsh=d3J5eTBwdjZqN3h1&utm_source=qr | facebook: https://www.facebook.com/makisalasafaris | tiktok: https://www.tiktok.com/@makisala3?_t=ZM-8z3nw4OHwSG&_r=1	0	0	website	
master	Ob52167dff74e	Maradawa Tours Company Limited	Safari / tour operator	True	True	http://maradawa.com					0	0	browser, website	
master	O1ba8cadca1de	Multichoice Safaris Ltd	Safari / tour operator	True	True	https://isaiminily.com/		+089677169043 (international) | +1639677169043 (international)			0	0	website	
master	O3f8abe57d3e5	Natural Smile Expeditions	Safari / tour operator	True	True	http://naturalsmileexpeditions.com					0	0	browser:blocked, website	
master	Oab4ecd9ac6dd	Nomad Tanzania	Safari / tour operator	True	True	https://www.nomad-tanzania.com/	info@nomad-tanzania.com (role) | duty@nomad-tanzania.com (general) | press@nomad-tanzania.com (general) | nomadfeedback@nomad-tanzania.com (general)	+255787595908 (mobile) | +255784208343 (mobile) | +255763333383 (mobile)		facebook: https://www.facebook.com/NomadTanzania | linkedin: https://www.linkedin.com/company/nomad-tanzania | youtube: https://www.youtube.com/channel/UCDxu1qBcnVfm17t1pjpANjA | instagram: https://www.instagram.com/nomadtanzania/	0	0	website	
master	Ob9c6fc22d464	Off The Beaten Path Safari Ltd	Safari / tour operator	True	True	https://www.offthebeatenpathsafaris.com/	contact@offthebeatenpathsafaris.co.tz (role)	+255682375975 (mobile) | +4843675069 (international)		facebook: https://www.facebook.com/offthebeatenpathsafaris/ | instagram: https://www.instagram.com/offthebeatenpath_safaris/?hl=en | tiktok: https://www.tiktok.com/@offthebeatenpathsafaris?_r=1&_t=ZS-94K1cK96NO6 | youtube: https://www.youtube.com/@OffTheBeatenPathSafarisltd | whatsapp: https://api.whatsapp.com/send?phone=+255682375975&text=Hello! I'm interested in a safari.	0	0	website	
master	Ofa04f247ae63	PAG Tours & Safaris Limited	Safari / tour operator	True	True	https://pagsafaris.com/	info@pagsafaris-com-631929.hostingersite.com (role) | info@pagsafaris.com (role) | sales@pagsafaris.com (role) | peter.post@pagsafaris.com (general)	+255755385878 (mobile) | +255714733621 (mobile) | +255782906985 (mobile)		instagram: https://www.instagram.com/pagsafaris?igsh=MXN5eWl1bnlodWszMA== | facebook: https://www.facebook.com/profile.php?id=61574437141387	0	0	website	
master	Oe3bb2b1fc620	Ranger Safaris	Safari / tour operator	True	True	https://www.rangersafaris.com/	info@rangersafaris.com (role)			youtube: https://youtube.com | twitter: https://twitter.com	0	0	website	
master	Oe32aa3371ed3	Regal African Safaris Limited	Safari / tour operator	True	True	https://www.regalafricansafaris.com/	info@regal-africa.com (role)	+255757767071 (mobile) | +255699496968 (mobile)	P.O. Box 16051,	instagram: https://www.instagram.com/regalafricansafaris/ | facebook: https://www.facebook.com/regalafricansafaris/ | twitter: https://twitter.com/regalafrican | youtube: https://www.youtube.com/channel/UChByKITxnLWP8GH7YdLAf5g	0	0	website	
master	Oc83b9b2258ff	Ro scavenger safaris ltd	Safari / tour operator	True	True	https://roscavengersafaris.co.tz	info@roscavengersafaris.co.tz (role)	+255754639340 (mobile) | +255754639356 (mobile) | +255713563563 (mobile)	P.O. BOX 16651,	facebook: https://www.facebook.com/roscavengersafaris/ | instagram: https://www.instagram.com/roscavengersafaris/	0	0	website	
master	O28e5922f07dc	Safari Soles	Safari / tour operator	True	True	https://safarisolestours.com/	safarisolestours@gmail.com (personal_domain) | marketing@safarisolestours.com (role)	+255766322264 (mobile)		facebook: https://www.facebook.com/pages/category/Tour-Agency/Tanzania-Safari-soles-Tour-204812259540419/ | twitter: https://twitter.com/Safarisolestour | instagram: https://www.instagram.com/safarisolestours/ | linkedin: https://www.linkedin.com/company/safari-soles-tours	1	0	website	
master	Oc4dd18c280fd	Safari – HQ	Safari / tour operator	True	True	https://safarihq.com/	info@safarihq.com (role)	+255767829590 (mobile) | +61420442509 (international) | +255757749898 (mobile)	P.O. Box 16062, Arusha	facebook: https://www.facebook.com/SafariHQ/ | linkedin: https://www.linkedin.com/company/safarihq---african-safaris | tripadvisor: https://www.tripadvisor.com/Attraction_Review-g3532447-d17363060-Reviews-SafariHQ-Arusha_Region.html	1	0	search	safarihq.com: home page not readable: HTTP 403
master	Ocf1f889ff17e	Serengeti Wakanda Tours Safaris	Safari / tour operator	True	True	https://serengetiwakandatours.com/	info@serengetiwakandatours.com (role)	+255715886678 (mobile) | +255689528201 (mobile)	P.O. Box 520, Arusha	whatsapp: https://wa.me/255715886678 | instagram: https://www.instagram.com/serengetiwakanda/	0	0	search, website	
master	O83b22a7b397c	Shilashi self-drive car hire and safaris	Safari / tour operator	True	True	https://shilashicarhire.com/		+255755373111 (mobile) | +255746690692 (mobile) | +255679003630 (mobile)	P.O Box 7174 Arusha, Tanzania | P.O.Box 930 Dodoma, Tanzania	whatsapp: https://wa.me/+255755373111	0	0	website	
master	O12fd05b7f088	Six and Seven Tours	Safari / tour operator	True	True	https://sixandseventours.com/	info@sixandseventours.com (role)	+255715720917 (mobile) | +255689105605 (mobile)		facebook: https://m.facebook.com/safaristoAfrica/ | twitter: https://twitter.com/sixseventours | instagram: https://www.instagram.com/sixandseventours/	0	0	website	
master	O72797d275ecf	Spazio Safari Limited	Safari / tour operator	True	True	https://www.spaziosafari.com/	info@spaziosafari.com (role)			whatsapp: https://wa.me/255693517419 | instagram: https://www.instagram.com/spaziosafari/	0	0	website	
master	Of27f79d49dee	Tales of Tanzania Safaris Ltd	Safari / tour operator	True	True	https://www.talesoftanzaniasafaris.com/	info@talesoftanzaniasafaris.com (role)	+255767441235 (mobile)		facebook: https://web.facebook.com/talesoftanzaniasafaris?_rdc=1&_rdr | instagram: https://www.instagram.com/talesoftanzania/	0	0	website	
master	Ofe4ce69838f9	Tanganyika Outdoor Safari Guide	Safari / tour operator	True	True	http://www.tanganyikaoutdoorsafari.com	ndemfoo@tanganyikaoutdoorsafari.com (general)	+255622688706 (mobile) | +255784688706 (mobile)	P.O. Box 12148, Arusha, Tanzania	facebook: https://www.facebook.com/Tanganyikaoutdooradventure/	0	0	search	tanganyikaoutdoorsafari.com: home page not readable: HTTP 500
master	O44450f1c73e9	Tanzania Serengeti Adventure Limited	Safari / tour operator	True	True	https://abouttanzania.com/	enqiries@abouttanzania.com (general) | enquiries@abouttanzania.com (role) | al@abouttanzania.com (general) | os@abouttanzania.com (general)	+255783790024 (mobile)		instagram: https://www.instagram.com/jackswynnerton/ | facebook: https://www.facebook.com/tsaoffcial/	0	0	website	
master	O33d25cd2c1bf	Telly Africa Tours and Safaris	Safari / tour operator	True	True	https://www.tellysafaris.co.tz/	info@tellysafaris.co.tz (role)	+255768839140 (mobile)	P. O. Box 1074, Arusha, Tanzania | P.O Box 1074,		0	0	website	
master	Ob1ab0a43aebf	The Exclusive Portfolio	Safari / tour operator	True	True	http://theexclusiveportfolio.com	theexclusiveportfolio@gmail.com (personal_domain)	+12097594951 (international)			0	0	website	
