record_key	name	office_level	council_name	region	admin_unit_name	parent_admin_unit	proposed_government_track	track_reason	ward_score	ward_tier	campus	distance_km	transport_band	lat	lon	geocode_precision	location_source	osm_id	master_organisation_id	verification_status	missing_information
GOFF_ward_hai-district-council_machame-narumu	Ofisi ya Kata ya Machame Narumu (Hai District Council)	ward	Hai District Council	Kilimanjaro	Machame Narumu	Hai District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	18.7	P4	Boma Ngombe	13.7	11-15 km	-3.267878	37.2425859	address	openstreetmap office	node/9392131139	O3669aa57f493	needs_review	Ward office location and phone, WEO name (ask the council after GA01).
GOFF_ward_hai-district-council_mnadani	Ofisi ya Kata ya Mnadani (Hai District Council)	ward	Hai District Council	Kilimanjaro	Mnadani	Hai District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.					unknown				none			needs_review	Ward office location and phone, WEO name (ask the council after GA01).
GOFF_ward_hai-district-council_weruweru	Ofisi ya Kata ya Weruweru (Hai District Council)	ward	Hai District Council	Kilimanjaro	Weruweru	Hai District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	9.7	P4	Boma Ngombe	20.1	21-25 km	-3.4300875	37.2922588	estimated	osm_place			needs_review	Ward office location and phone, WEO name (ask the council after GA01).
GOFF_ward_hai-district-council_masama-magharibi	Ofisi ya Kata ya Masama Magharibi (Hai District Council)	ward	Hai District Council	Kilimanjaro	Masama Magharibi	Hai District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	15.5	P4	Boma Ngombe	13.1	11-15 km	-3.2167	37.1421	estimated	wikipedia			needs_review	Ward office location and phone, WEO name (ask the council after GA01).
GOFF_ward_hai-district-council_masama-kati	Ofisi ya Kata ya Masama Kati (Hai District Council)	ward	Hai District Council	Kilimanjaro	Masama Kati	Hai District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	17.7	P4	Boma Ngombe	13.8	11-15 km	-3.212951	37.164316	estimated	osm_places_listed_under_ward_name			needs_review	Ward office location and phone, WEO name (ask the council after GA01).
GOFF_ward_hai-district-council_masama-mashariki	Ofisi ya Kata ya Masama Mashariki (Hai District Council)	ward	Hai District Council	Kilimanjaro	Masama Mashariki	Hai District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	22.8	P3	Boma Ngombe	12.3	11-15 km	-3.23305556	37.18305556	estimated	wikipedia			needs_review	Ward office location and phone, WEO name (ask the council after GA01).
GOFF_ward_hai-district-council_masama-rundugai	Ofisi ya Kata ya Masama Rundugai (Hai District Council)	ward	Hai District Council	Kilimanjaro	Masama Rundugai	Hai District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	25.6	P3	Boma Ngombe	15.5	16-20 km	-3.4386	37.23111111	estimated	wikipedia			needs_review	Ward office location and phone, WEO name (ask the council after GA01).
GOFF_ward_hai-district-council_kia	Ofisi ya Kata ya KIA (Hai District Council)	ward	Hai District Council	Kilimanjaro	KIA	Hai District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	22.0	P3	Boma Ngombe	13.8	11-15 km	-3.453155	37.101793	estimated	osm_places_listed_under_ward_name			needs_review	Ward office location and phone, WEO name (ask the council after GA01).
GOFF_ward_hai-district-council_muungano	Ofisi ya Kata ya Muungano (Hai District Council)	ward	Hai District Council	Kilimanjaro	Muungano	Hai District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.					unknown				none			needs_review	Ward office location and phone, WEO name (ask the council after GA01).
GOFF_ward_hai-district-council_bondeni	Ofisi ya Kata ya Bondeni (Hai District Council)	ward	Hai District Council	Kilimanjaro	Bondeni	Hai District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.					unknown				none			needs_review	Ward office location and phone, WEO name (ask the council after GA01).
GOFF_ward_hai-district-council_bomangombe	Ofisi ya Kata ya Bomang'ombe (Hai District Council)	ward	Hai District Council	Kilimanjaro	Bomang'ombe	Hai District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	34.2	P2	Boma Ngombe	0.0	0-5 km	-3.3342091	37.1382785	estimated	osm_place			needs_review	Ward office location and phone, WEO name (ask the council after GA01).
GOFF_ward_hai-district-council_masama-kusini	Ofisi ya Kata ya Masama Kusini (Hai District Council)	ward	Hai District Council	Kilimanjaro	Masama Kusini	Hai District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	32.8	P2	Boma Ngombe	6.5	6-10 km	-3.3137	37.1936	estimated	wikipedia			needs_review	Ward office location and phone, WEO name (ask the council after GA01).
GOFF_ward_hai-district-council_romu	Ofisi ya Kata ya Romu (Hai District Council)	ward	Hai District Council	Kilimanjaro	Romu	Hai District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.					unknown				none			needs_review	Ward office location and phone, WEO name (ask the council after GA01).
GOFF_ward_meru-district-council_ngarenanyuki	Ofisi ya Kata ya Ngarenanyuki (Meru District Council)	ward	Meru District Council	Arusha	Ngarenanyuki	Meru District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	19.1	P4	Usa River	19.9	16-20 km	-3.18762	36.836161	estimated	osm_places_listed_under_ward_name			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_meru-district-council_leguruki	Ofisi ya Kata ya Leguruki (Meru District Council)	ward	Meru District Council	Arusha	Leguruki	Meru District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	22.5	P3	Usa River	14.7	11-15 km	-3.254101	36.9354463	estimated	osm_place			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_meru-district-council_kingori	Ofisi ya Kata ya King'ori (Meru District Council)	ward	Meru District Council	Arusha	King'ori	Meru District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	28.0	P3	Boma Ngombe	13.9	11-15 km	-3.3791975	37.0213818	estimated	osm_place			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_meru-district-council_maji-ya-chai	Ofisi ya Kata ya Maji ya Chai (Meru District Council)	ward	Meru District Council	Arusha	Maji ya Chai	Meru District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	49.6	P1	Usa River	4.4	0-5 km	-3.3455	36.89794444	estimated	wikipedia			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_meru-district-council_kikatiti	Ofisi ya Kata ya Kikatiti (Meru District Council)	ward	Meru District Council	Arusha	Kikatiti	Meru District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	45.7	P1	Usa River	9.5	6-10 km	-3.38918056	36.94512222	estimated	wikipedia			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_meru-district-council_uwiro	Ofisi ya Kata ya Uwiro (Meru District Council)	ward	Meru District Council	Arusha	Uwiro	Meru District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.					unknown				none			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_meru-district-council_maruvango	Ofisi ya Kata ya Maruvango (Meru District Council)	ward	Meru District Council	Arusha	Maruvango	Meru District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	18.6	P4	Usa River	18.2	16-20 km	-3.2554507	36.9860005	estimated	osm_place			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_meru-district-council_malula	Ofisi ya Kata ya Malula (Meru District Council)	ward	Meru District Council	Arusha	Malula	Meru District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	24.2	P3	Boma Ngombe	12.0	11-15 km	-3.3908749	37.0458552	estimated	osm_place			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_meru-district-council_imbaseni	Ofisi ya Kata ya Imbaseni (Meru District Council)	ward	Meru District Council	Arusha	Imbaseni	Meru District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	53.1	P1	Usa River	2.9	0-5 km	-3.3713475	36.8885441	estimated	osm_place			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_meru-district-council_usariver	Ofisi ya Kata ya Usariver (Meru District Council)	ward	Meru District Council	Arusha	Usariver	Meru District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	53.4	P1	Usa River	0.9	0-5 km	-3.3713	36.8583	estimated	wikipedia			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_meru-district-council_nkoaranga	Ofisi ya Kata ya Nkoaranga (Meru District Council)	ward	Meru District Council	Arusha	Nkoaranga	Meru District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	34.6	P2	Usa River	3.4	0-5 km	-3.346253	36.83849	estimated	osm_places_listed_under_ward_name			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_meru-district-council_poli	Ofisi ya Kata ya Poli (Meru District Council)	ward	Meru District Council	Arusha	Poli	Meru District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.					unknown				none			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_meru-district-council_seela-singisi	Ofisi ya Kata ya Seela Sing'isi (Meru District Council)	ward	Meru District Council	Arusha	Seela Sing'isi	Meru District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	32.6	P2	Usa River	6.4	6-10 km	-3.3732	36.8062	estimated	wikipedia			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_meru-district-council_akheri	Ofisi ya Kata ya Akheri (Meru District Council)	ward	Meru District Council	Arusha	Akheri	Meru District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	41.4	P1	Kijenge	7.7	6-10 km	-3.363202	36.7762	estimated	osm_places_listed_under_ward_name			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_meru-district-council_nkoanrua	Ofisi ya Kata ya Nkoanrua (Meru District Council)	ward	Meru District Council	Arusha	Nkoanrua	Meru District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	23.1	P3	Kijenge	7.3	6-10 km	-3.35	36.76666667	estimated	wikipedia			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_meru-district-council_songoro	Ofisi ya Kata ya Songoro (Meru District Council)	ward	Meru District Council	Arusha	Songoro	Meru District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	30.7	P2	Usa River	5.8	6-10 km	-3.3256	36.8283	estimated	wikipedia			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_meru-district-council_nkoarisambu	Ofisi ya Kata ya Nkoarisambu (Meru District Council)	ward	Meru District Council	Arusha	Nkoarisambu	Meru District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.					unknown				none			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_meru-district-council_nkoanekoli	Ofisi ya Kata ya Nkoanekoli (Meru District Council)	ward	Meru District Council	Arusha	Nkoanekoli	Meru District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	26.3	P3	Usa River	3.0	0-5 km	-3.3398742	36.8517695	estimated	osm_place			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_meru-district-council_ambureni	Ofisi ya Kata ya Ambureni (Meru District Council)	ward	Meru District Council	Arusha	Ambureni	Meru District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.					unknown				none			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_meru-district-council_maroroni	Ofisi ya Kata ya Maroroni (Meru District Council)	ward	Meru District Council	Arusha	Maroroni	Meru District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	40.1	P1	Usa River	9.8	6-10 km	-3.4375087	36.9120128	estimated	osm_place			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_meru-district-council_makiba	Ofisi ya Kata ya Makiba (Meru District Council)	ward	Meru District Council	Arusha	Makiba	Meru District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	19.9	P4	Usa River	18.7	16-20 km	-3.5130284	36.9423463	address	openstreetmap office	node/9392133492	O310f453a268f	needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_meru-district-council_mbuguni	Ofisi ya Kata ya Mbuguni (Meru District Council)	ward	Meru District Council	Arusha	Mbuguni	Meru District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	13.8	P4	Usa River	24.5	21-25 km	-3.56666667	36.95	estimated	wikipedia			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_meru-district-council_kikwe	Ofisi ya Kata ya Kikwe (Meru District Council)	ward	Meru District Council	Arusha	Kikwe	Meru District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	26.0	P3	Usa River	13.3	11-15 km	-3.483384	36.877657	estimated	osm_places_listed_under_ward_name			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_meru-district-council_majengo	Ofisi ya Kata ya Majengo (Meru District Council)	ward	Meru District Council	Arusha	Majengo	Meru District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.					unknown				none			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_meru-district-council_shambarai-burka	Ofisi ya Kata ya Shambarai Burka (Meru District Council)	ward	Meru District Council	Arusha	Shambarai Burka	Meru District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	7.9	P4	Usa River	22.8	21-25 km	-3.5666559	36.8992687	estimated	osm_place			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_monduli-district-council_monduli-juu	Ofisi ya Kata ya Monduli Juu (Monduli District Council)	ward	Monduli District Council	Arusha	Monduli Juu	Monduli District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	24.0	P3	Arusha City	24.7	21-25 km	-3.2991222	36.445283	estimated	wikipedia			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_monduli-district-council_engutoto	Ofisi ya Kata ya Engutoto (Monduli District Council)	ward	Monduli District Council	Arusha	Engutoto	Monduli District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	12.8	P4	Arusha City	24.0	21-25 km	-3.3128	36.4485	estimated	wikipedia			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_monduli-district-council_monduli-mjini	Ofisi ya Kata ya Monduli Mjini (Monduli District Council)	ward	Monduli District Council	Arusha	Monduli Mjini	Monduli District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	9.3	P4	Arusha City	24.6	21-25 km	-3.3029	36.4454	estimated	wikipedia			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_monduli-district-council_moita	Ofisi ya Kata ya Moita (Monduli District Council)	ward	Monduli District Council	Arusha	Moita	Monduli District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	28.2	P3	Arusha City	18.3	16-20 km	-3.4864407	36.5650896	estimated	wikipedia			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_monduli-district-council_meserani	Ofisi ya Kata ya Meserani (Monduli District Council)	ward	Monduli District Council	Arusha	Meserani	Monduli District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	15.4	P4	Arusha City	20.5	21-25 km	-3.4098	36.4857	estimated	wikipedia			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_moshi-district-council_kindi	Ofisi ya Kata ya Kindi (Moshi District Council)	ward	Moshi District Council	Kilimanjaro	Kindi	Moshi District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	33.9	P2	Boma Ngombe	16.6	16-20 km	-3.2830093	37.2783842	estimated	osm_place			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_moshi-district-council_kibosho-magharibi	Ofisi ya Kata ya Kibosho Magharibi (Moshi District Council)	ward	Moshi District Council	Kilimanjaro	Kibosho Magharibi	Moshi District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	26.1	P3	Boma Ngombe	21.8	21-25 km	-3.2509211	37.316152	estimated	wikipedia			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_moshi-district-council_kibosho-mashariki	Ofisi ya Kata ya Kibosho Mashariki (Moshi District Council)	ward	Moshi District Council	Kilimanjaro	Kibosho Mashariki	Moshi District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	19.4	P4	Boma Ngombe	22.5	21-25 km	-3.2489064	37.322037	estimated	wikipedia			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_moshi-district-council_uru-kusini	Ofisi ya Kata ya Uru Kusini (Moshi District Council)	ward	Moshi District Council	Kilimanjaro	Uru Kusini	Moshi District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	31.2	P2	Boma Ngombe	21.4	21-25 km	-3.29809104	37.3276561	estimated	wikipedia			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_moshi-municipal-council_kilimanjaro	Ofisi ya Kata ya Kilimanjaro (Moshi Municipal Council)	ward	Moshi Municipal Council	Kilimanjaro	Kilimanjaro	Moshi Municipal Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	8.4	P4	Boma Ngombe	21.3	21-25 km	-3.34125	37.33	estimated	wikipedia			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_moshi-municipal-council_mfumuni	Ofisi ya Kata ya Mfumuni (Moshi Municipal Council)	ward	Moshi Municipal Council	Kilimanjaro	Mfumuni	Moshi Municipal Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	3.6	P4	Boma Ngombe	23.1	21-25 km	-3.3357	37.3462	estimated	wikipedia			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_moshi-municipal-council_kiusa	Ofisi ya Kata ya Kiusa (Moshi Municipal Council)	ward	Moshi Municipal Council	Kilimanjaro	Kiusa	Moshi Municipal Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	3.3	P4	Boma Ngombe	22.0	21-25 km	-3.3532	37.3358	estimated	wikipedia			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_moshi-municipal-council_korongoni	Ofisi ya Kata ya Korongoni (Moshi Municipal Council)	ward	Moshi Municipal Council	Kilimanjaro	Korongoni	Moshi Municipal Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	4.9	P4	Boma Ngombe	21.4	21-25 km	-3.37322222	37.32688889	estimated	wikipedia			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_moshi-municipal-council_soweto	Ofisi ya Kata ya Soweto (Moshi Municipal Council)	ward	Moshi Municipal Council	Kilimanjaro	Soweto	Moshi Municipal Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	22.1	P3	Boma Ngombe	20.2	21-25 km	-3.3593	37.3186	estimated	wikipedia			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_moshi-municipal-council_shirimatunda	Ofisi ya Kata ya Shirimatunda (Moshi Municipal Council)	ward	Moshi Municipal Council	Kilimanjaro	Shirimatunda	Moshi Municipal Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	9.8	P4	Boma Ngombe	19.1	16-20 km	-3.3613	37.3083	estimated	wikipedia			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_moshi-municipal-council_karanga	Ofisi ya Kata ya Karanga (Moshi Municipal Council)	ward	Moshi Municipal Council	Kilimanjaro	Karanga	Moshi Municipal Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	17.1	P4	Boma Ngombe	18.3	16-20 km	-3.3436995	37.3032857	estimated	osm_place			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_moshi-municipal-council_rau	Ofisi ya Kata ya Rau (Moshi Municipal Council)	ward	Moshi Municipal Council	Kilimanjaro	Rau	Moshi Municipal Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	14.8	P4	Boma Ngombe	23.2	21-25 km	-3.30905556	37.34544444	estimated	wikipedia			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_moshi-municipal-council_bomambuzi	Ofisi ya Kata ya Bomambuzi (Moshi Municipal Council)	ward	Moshi Municipal Council	Kilimanjaro	Bomambuzi	Moshi Municipal Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	27.7	P3	Boma Ngombe	22.8	21-25 km	-3.3722417	37.3405765	estimated	osm_place			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_moshi-municipal-council_majengo	Ofisi ya Kata ya Majengo (Moshi Municipal Council)	ward	Moshi Municipal Council	Kilimanjaro	Majengo	Moshi Municipal Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	6.3	P4	Boma Ngombe	22.3	21-25 km	-3.3401	37.3394	estimated	wikipedia			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_moshi-municipal-council_mawenzi	Ofisi ya Kata ya Mawenzi (Moshi Municipal Council)	ward	Moshi Municipal Council	Kilimanjaro	Mawenzi	Moshi Municipal Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	2.5	P4	Boma Ngombe	22.8	21-25 km	-3.3489229	37.3427344	estimated	osm_place			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_moshi-municipal-council_bondeni	Ofisi ya Kata ya Bondeni (Moshi Municipal Council)	ward	Moshi Municipal Council	Kilimanjaro	Bondeni	Moshi Municipal Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	3.0	P4	Boma Ngombe	22.5	21-25 km	-3.3568	37.3394	estimated	wikipedia			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_moshi-municipal-council_mji-mpya	Ofisi ya Kata ya Mji Mpya (Moshi Municipal Council)	ward	Moshi Municipal Council	Kilimanjaro	Mji Mpya	Moshi Municipal Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	23.7	P3	Boma Ngombe	24.8	21-25 km	-3.3499321	37.3614808	estimated	osm_place			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_moshi-municipal-council_miembeni	Ofisi ya Kata ya Miembeni (Moshi Municipal Council)	ward	Moshi Municipal Council	Kilimanjaro	Miembeni	Moshi Municipal Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	25.0	P3	Boma Ngombe	24.1	21-25 km	-3.35633333	37.35386111	estimated	wikipedia			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_moshi-municipal-council_njoro	Ofisi ya Kata ya Njoro (Moshi Municipal Council)	ward	Moshi Municipal Council	Kilimanjaro	Njoro	Moshi Municipal Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	22.3	P3	Boma Ngombe	23.6	21-25 km	-3.3557	37.3499	estimated	wikipedia			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_moshi-municipal-council_kaloleni	Ofisi ya Kata ya Kaloleni (Moshi Municipal Council)	ward	Moshi Municipal Council	Kilimanjaro	Kaloleni	Moshi Municipal Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	7.6	P4	Boma Ngombe	23.4	21-25 km	-3.3712	37.3458	estimated	wikipedia			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_moshi-municipal-council_pasua	Ofisi ya Kata ya Pasua (Moshi Municipal Council)	ward	Moshi Municipal Council	Kilimanjaro	Pasua	Moshi Municipal Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	25.5	P3	Boma Ngombe	22.6	21-25 km	-3.3753474	37.3378824	estimated	osm_place			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_siha-district-council_karansi	Ofisi ya Kata ya Karansi (Siha District Council)	ward	Siha District Council	Kilimanjaro	Karansi	Siha District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	21.3	P3	Boma Ngombe	23.2	21-25 km	-3.1896	36.9879	estimated	wikipedia			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_siha-district-council_gararagua	Ofisi ya Kata ya Gararagua (Siha District Council)	ward	Siha District Council	Kilimanjaro	Gararagua	Siha District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	15.4	P4	Boma Ngombe	24.2	21-25 km	-3.1628	37.0034	estimated	wikipedia			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
GOFF_ward_siha-district-council_sanya-juu	Ofisi ya Kata ya Sanya Juu (Siha District Council)	ward	Siha District Council	Kilimanjaro	Sanya Juu	Siha District Council	GA00 Hold	Reach through the council introduction (GA01) first. GA02 needs that introduction and a post verified within 90 days.	22.7	P3	Boma Ngombe	18.0	16-20 km	-3.1868	37.0709	estimated	wikipedia			needs_review	Ward office location and phone, WEO name (ask the council after GA01); councillor not published online.
